date,sport,game_id,commence_time,snapshot_taken_at_utc,api_snapshot_timestamp_utc,response_received_at_utc,bookmaker_last_update_utc,home_team,away_team,bookmaker,ml_home,ml_away,spread_home,spread_home_odds,spread_away,spread_away_odds,total_line,total_over_odds,total_under_odds
2026-09-17,NFL,56e8897681915f7ec92baeee952bb1ae,2026-09-18T00:15:00Z,2026-09-17T19:19:19Z,,"Thu, 17 Sep 2026 19:19:19 GMT",2026-09-17T19:19:07Z,Buffalo Bills,Detroit Lions,draftkings,-250,205,-5.5,-110,5.5,-110,54.5,-120,100
2026-09-17,NFL,56e8897681915f7ec92baeee952bb1ae,2026-09-18T00:15:00Z,2026-09-17T19:19:19Z,,"Thu, 17 Sep 2026 19:19:19 GMT",2026-09-17T19:18:46Z,Buffalo Bills,Detroit Lions,fanduel,-255,210,-5.5,-112,5.5,-108,54.5,-114,-106
2026-09-17,NFL,56e8897681915f7ec92baeee952bb1ae,2026-09-18T00:15:00Z,2026-09-17T19:19:19Z,,"Thu, 17 Sep 2026 19:19:19 GMT",2026-09-17T19:18:46Z,Buffalo Bills,Detroit Lions,betmgm,-250,210,-5.5,-105,5.5,-105,55.0,-110,-108
2026-09-17,NFL,56e8897681915f7ec92baeee952bb1ae,2026-09-18T00:15:00Z,2026-09-17T19:19:19Z,,"Thu, 17 Sep 2026 19:19:19 GMT",2026-09-17T19:18:20Z,Buffalo Bills,Detroit Lions,betrivers,-245,190,-5.5,-110,5.5,-110,54.5,-114,-107
2026-09-17,NFL,aee7eae1849ebb103b9bf233e9741392,2026-09-20T17:00:00Z,2026-09-17T19:19:19Z,,"Thu, 17 Sep 2026 19:19:19 GMT",2026-09-17T19:19:07Z,Atlanta Falcons,Carolina Panthers,draftkings,130,-155,2.5,-102,-2.5,-118,43.5,-115,-105
2026-09-17,NFL,aee7eae1849ebb103b9bf233e9741392,2026-09-20T17:00:00Z,2026-09-17T19:19:19Z,,"Thu, 17 Sep 2026 19:19:19 GMT",2026-09-17T19:18:46Z,Atlanta Falcons,Carolina Panthers,fanduel,120,-142,2.5,-110,-2.5,-110,43.5,-115,-105
2026-09-17,NFL,aee7eae1849ebb103b9bf233e9741392,2026-09-20T17:00:00Z,2026-09-17T19:19:19Z,,"Thu, 17 Sep 2026 19:19:19 GMT",2026-09-17T19:18:20Z,Atlanta Falcons,Carolina Panthers,betrivers,120,-143,2.5,-106,-2.5,-115,43.5,-113,-108
2026-09-17,NFL,aee7eae1849ebb103b9bf233e9741392,2026-09-20T17:00:00Z,2026-09-17T19:19:19Z,,"Thu, 17 Sep 2026 19:19:19 GMT",2026-09-17T19:18:46Z,Atlanta Falcons,Carolina Panthers,betmgm,125,-145,2.5,-105,-2.5,-115,44.0,-108,-110
2026-09-17,NFL,2143ade9684fd876b68a4e8cbf451f05,2026-09-20T17:00:00Z,2026-09-17T19:19:19Z,,"Thu, 17 Sep 2026 19:19:19 GMT",2026-09-17T19:19:07Z,Baltimore Ravens,New Orleans Saints,draftkings,-380,300,-8.5,-105,8.5,-115,46.5,-110,-110
2026-09-17,NFL,2143ade9684fd876b68a4e8cbf451f05,2026-09-20T17:00:00Z,2026-09-17T19:19:19Z,,"Thu, 17 Sep 2026 19:19:19 GMT",2026-09-17T19:18:46Z,Baltimore Ravens,New Orleans Saints,fanduel,-420,330,-8.5,-105,8.5,-115,46.5,-105,-115
2026-09-17,NFL,2143ade9684fd876b68a4e8cbf451f05,2026-09-20T17:00:00Z,2026-09-17T19:19:19Z,,"Thu, 17 Sep 2026 19:19:19 GMT",2026-09-17T19:18:20Z,Baltimore Ravens,New Orleans Saints,betrivers,-435,325,-8.0,-113,8.0,-108,46.5,-113,-108
2026-09-17,NFL,2143ade9684fd876b68a4e8cbf451f05,2026-09-20T17:00:00Z,2026-09-17T19:19:19Z,,"Thu, 17 Sep 2026 19:19:19 GMT",2026-09-17T19:18:46Z,Baltimore Ravens,New Orleans Saints,betmgm,-425,333,-8.5,-108,8.5,-110,46.0,-110,-108
2026-09-17,NFL,0283a29e1b38ef78b29b904fd56a16dd,2026-09-20T17:00:00Z,2026-09-17T19:19:19Z,,"Thu, 17 Sep 2026 19:19:19 GMT",2026-09-17T19:19:07Z,Chicago Bears,Minnesota Vikings,draftkings,-198,164,-4.5,-108,4.5,-112,47.5,-115,-105
2026-09-17,NFL,0283a29e1b38ef78b29b904fd56a16dd,2026-09-20T17:00:00Z,2026-09-17T19:19:19Z,,"Thu, 17 Sep 2026 19:19:19 GMT",2026-09-17T19:18:46Z,Chicago Bears,Minnesota Vikings,fanduel,-220,184,-4.5,-110,4.5,-110,47.5,-120,-102
2026-09-17,NFL,0283a29e1b38ef78b29b904fd56a16dd,2026-09-20T17:00:00Z,2026-09-17T19:19:19Z,,"Thu, 17 Sep 2026 19:19:19 GMT",2026-09-17T19:18:20Z,Chicago Bears,Minnesota Vikings,betrivers,-230,185,-4.5,-110,4.5,-110,48.5,-109,-112
2026-09-17,NFL,0283a29e1b38ef78b29b904fd56a16dd,2026-09-20T17:00:00Z,2026-09-17T19:19:19Z,,"Thu, 17 Sep 2026 19:19:19 GMT",2026-09-17T19:18:46Z,Chicago Bears,Minnesota Vikings,betmgm,-210,175,-4.5,-108,4.5,-110,48.0,-110,-108
