date,sport,game_id,commence_time,snapshot_taken_at_utc,api_snapshot_timestamp_utc,response_received_at_utc,bookmaker_last_update_utc,home_team,away_team,bookmaker,ml_home,ml_away,spread_home,spread_home_odds,spread_away,spread_away_odds,total_line,total_over_odds,total_under_odds
2026-09-19,NFL,aee7eae1849ebb103b9bf233e9741392,2026-09-20T17:00:00Z,2026-09-19T18:13:15Z,,"Sat, 19 Sep 2026 18:13:15 GMT",2026-09-19T18:12:48Z,Atlanta Falcons,Carolina Panthers,draftkings,130,-155,2.5,100,-2.5,-120,43.5,-110,-110
2026-09-19,NFL,aee7eae1849ebb103b9bf233e9741392,2026-09-20T17:00:00Z,2026-09-19T18:13:15Z,,"Sat, 19 Sep 2026 18:13:15 GMT",2026-09-19T18:12:49Z,Atlanta Falcons,Carolina Panthers,fanduel,122,-144,2.5,-105,-2.5,-115,43.5,-110,-110
2026-09-19,NFL,aee7eae1849ebb103b9bf233e9741392,2026-09-20T17:00:00Z,2026-09-19T18:13:15Z,,"Sat, 19 Sep 2026 18:13:15 GMT",2026-09-19T18:12:04Z,Atlanta Falcons,Carolina Panthers,betrivers,120,-143,3.0,-115,-3.0,-106,43.5,-109,-112
2026-09-19,NFL,aee7eae1849ebb103b9bf233e9741392,2026-09-20T17:00:00Z,2026-09-19T18:13:15Z,,"Sat, 19 Sep 2026 18:13:15 GMT",2026-09-19T18:12:50Z,Atlanta Falcons,Carolina Panthers,betmgm,125,-150,2.5,-102,-2.5,-115,43.5,-110,-108
2026-09-19,NFL,2143ade9684fd876b68a4e8cbf451f05,2026-09-20T17:00:00Z,2026-09-19T18:13:15Z,,"Sat, 19 Sep 2026 18:13:15 GMT",2026-09-19T18:12:48Z,Baltimore Ravens,New Orleans Saints,draftkings,-395,310,-8.5,-108,8.5,-112,46.5,102,-122
2026-09-19,NFL,2143ade9684fd876b68a4e8cbf451f05,2026-09-20T17:00:00Z,2026-09-19T18:13:15Z,,"Sat, 19 Sep 2026 18:13:15 GMT",2026-09-19T18:12:49Z,Baltimore Ravens,New Orleans Saints,fanduel,-430,340,-8.5,-105,8.5,-115,46.5,-104,-118
2026-09-19,NFL,2143ade9684fd876b68a4e8cbf451f05,2026-09-20T17:00:00Z,2026-09-19T18:13:15Z,,"Sat, 19 Sep 2026 18:13:15 GMT",2026-09-19T18:12:04Z,Baltimore Ravens,New Orleans Saints,betrivers,-435,325,-8.5,-107,8.5,-114,46.0,-112,-109
2026-09-19,NFL,2143ade9684fd876b68a4e8cbf451f05,2026-09-20T17:00:00Z,2026-09-19T18:13:15Z,,"Sat, 19 Sep 2026 18:13:15 GMT",2026-09-19T18:12:50Z,Baltimore Ravens,New Orleans Saints,betmgm,-425,320,-8.0,-112,8.0,-108,46.0,-108,-110
2026-09-19,NFL,0283a29e1b38ef78b29b904fd56a16dd,2026-09-20T17:00:00Z,2026-09-19T18:13:15Z,,"Sat, 19 Sep 2026 18:13:15 GMT",2026-09-19T18:12:48Z,Chicago Bears,Minnesota Vikings,draftkings,-218,180,-4.5,-118,4.5,-102,47.5,-112,-108
2026-09-19,NFL,0283a29e1b38ef78b29b904fd56a16dd,2026-09-20T17:00:00Z,2026-09-19T18:13:15Z,,"Sat, 19 Sep 2026 18:13:15 GMT",2026-09-19T18:12:49Z,Chicago Bears,Minnesota Vikings,fanduel,-220,184,-4.5,-110,4.5,-110,47.5,-120,-102
